graph_id,src,dst,ef_0
BACE_456,17,16,1.0
BACE_456,17,18,1.0
BACE_456,18,17,1.0
BACE_456,12,19,1.0
BACE_456,19,12,1.0
BACE_456,19,20,1.0
BACE_456,20,19,1.0
BACE_456,20,21,1.5
BACE_456,21,20,1.5
BACE_456,21,22,1.5
BACE_456,22,21,1.5
BACE_456,22,23,1.5
BACE_456,23,22,1.5
BACE_456,23,24,1.5
BACE_456,24,23,1.5
BACE_456,24,25,1.5
BACE_456,25,24,1.5
BACE_456,22,26,1.0
BACE_456,26,22,1.0
BACE_456,26,27,3.0
BACE_456,27,26,3.0
BACE_456,27,28,1.0
BACE_456,28,27,1.0
BACE_456,7,29,1.0
BACE_456,29,7,1.0
BACE_456,29,30,1.0
BACE_456,30,29,1.0
BACE_456,30,31,1.0
BACE_456,31,30,1.0
BACE_456,31,32,1.0
BACE_456,32,31,1.0
BACE_456,32,33,1.0
BACE_456,33,32,1.0
BACE_456,4,34,1.0
BACE_456,34,4,1.0
BACE_456,34,35,1.0
BACE_456,35,34,1.0
BACE_456,35,36,1.0
BACE_456,36,35,1.0
BACE_456,35,37,1.0
BACE_456,37,35,1.0
BACE_456,35,38,1.0
BACE_456,38,35,1.0
BACE_456,30,0,1.0
BACE_456,0,30,1.0
BACE_456,6,1,1.5
BACE_456,1,6,1.5
BACE_456,25,20,1.5
BACE_456,20,25,1.5
BACE_456,33,30,1.0
BACE_456,30,33,1.0
BACE_160,0,1,1.0
BACE_160,1,0,1.0
BACE_160,1,2,1.5
BACE_160,2,1,1.5
BACE_160,2,3,1.5
BACE_160,3,2,1.5
BACE_160,3,4,1.5
BACE_160,4,3,1.5
BACE_160,4,5,1.5
BACE_160,5,4,1.5
BACE_160,5,6,1.0
BACE_160,6,5,1.0
BACE_160,5,7,1.5
BACE_160,7,5,1.5
BACE_160,3,8,1.0
BACE_160,8,3,1.0
BACE_160,8,9,1.0
BACE_160,9,8,1.0
BACE_160,9,10,1.0
BACE_160,10,9,1.0
BACE_160,10,11,1.0
BACE_160,11,10,1.0
BACE_160,11,12,2.0
BACE_160,12,11,2.0
BACE_160,11,13,1.0
BACE_160,13,11,1.0
BACE_160,13,14,1.5
BACE_160,14,13,1.5
BACE_160,14,15,1.5
BACE_160,15,14,1.5
BACE_160,15,16,1.5
BACE_160,16,15,1.5
BACE_160,16,17,1.5
BACE_160,17,16,1.5
BACE_160,17,18,1.5
BACE_160,18,17,1.5
BACE_160,17,19,1.0
BACE_160,19,17,1.0
BACE_160,15,20,1.0
BACE_160,20,15,1.0
BACE_160,20,21,2.0
BACE_160,21,20,2.0
BACE_160,20,22,1.0
BACE_160,22,20,1.0
BACE_160,22,23,1.0
BACE_160,23,22,1.0
BACE_160,23,24,1.0
BACE_160,24,23,1.0
BACE_160,24,25,1.0
BACE_160,25,24,1.0
BACE_160,22,26,1.0
BACE_160,26,22,1.0
BACE_160,26,27,1.0
BACE_160,27,26,1.0
BACE_160,27,28,1.0
BACE_160,28,27,1.0
BACE_160,9,29,1.0
BACE_160,29,9,1.0
BACE_160,29,30,1.0
BACE_160,30,29,1.0
BACE_160,29,31,1.0
BACE_160,31,29,1.0
BACE_160,31,32,1.0
BACE_160,32,31,1.0
BACE_160,32,33,1.0
BACE_160,33,32,1.0
BACE_160,33,34,1.0
BACE_160,34,33,1.0
BACE_160,34,35,1.5
BACE_160,35,34,1.5
BACE_160,35,36,1.5
BACE_160,36,35,1.5
BACE_160,36,37,1.0
BACE_160,37,36,1.0
BACE_160,37,38,1.0
BACE_160,38,37,1.0
BACE_160,36,39,1.5
BACE_160,39,36,1.5
BACE_160,39,40,1.5
BACE_160,40,39,1.5
BACE_160,40,41,1.5
BACE_160,41,40,1.5
BACE_160,7,1,1.5
BACE_160,1,7,1.5
BACE_160,18,13,1.5
BACE_160,13,18,1.5
BACE_160,41,34,1.5
BACE_160,34,41,1.5
BACE_647,0,1,1.0
BACE_647,1,0,1.0
BACE_647,1,2,1.5
BACE_647,2,1,1.5
BACE_647,2,3,1.5
BACE_647,3,2,1.5
BACE_647,3,4,1.5
BACE_647,4,3,1.5
BACE_647,4,5,1.5
BACE_647,5,4,1.5
BACE_647,5,6,1.5
BACE_647,6,5,1.5
BACE_647,6,7,1.0
BACE_647,7,6,1.0
BACE_647,7,8,1.5
BACE_647,8,7,1.5
BACE_647,8,9,1.0
BACE_647,9,8,1.0
BACE_647,9,10,1.0
BACE_647,10,9,1.0
BACE_647,10,11,1.5
BACE_647,11,10,1.5
BACE_647,11,12,1.5
BACE_647,12,11,1.5
BACE_647,12,13,1.0
BACE_647,13,12,1.0
BACE_647,12,14,1.5
BACE_647,14,12,1.5
BACE_647,14,15,1.0
BACE_647,15,14,1.0
BACE_647,15,16,1.0
BACE_647,16,15,1.0
BACE_647,16,17,1.0
BACE_647,17,16,1.0
BACE_647,17,18,1.0
BACE_647,18,17,1.0
BACE_647,14,19,1.5
BACE_647,19,14,1.5
BACE_647,19,20,1.5
BACE_647,20,19,1.5
BACE_647,8,21,1.5
BACE_647,21,8,1.5
BACE_647,21,22,1.5
BACE_647,22,21,1.5
BACE_647,22,23,1.5
BACE_647,23,22,1.5
BACE_647,21,24,1.0
BACE_647,24,21,1.0
BACE_647,24,25,1.5
BACE_647,25,24,1.5
BACE_647,25,26,1.5
BACE_647,26,25,1.5
BACE_647,26,27,1.5
BACE_647,27,26,1.5
BACE_647,27,28,1.0
BACE_647,28,27,1.0
BACE_647,28,29,1.0
BACE_647,29,28,1.0
BACE_647,29,30,1.5
BACE_647,30,29,1.5
BACE_647,30,31,1.5
BACE_647,31,30,1.5
BACE_647,31,32,1.5
BACE_647,32,31,1.5
BACE_647,32,33,1.5
BACE_647,33,32,1.5
BACE_647,33,34,1.5
BACE_647,34,33,1.5
BACE_647,27,35,1.5
BACE_647,35,27,1.5
BACE_647,35,36,1.5
BACE_647,36,35,1.5
BACE_647,6,1,1.5
BACE_647,1,6,1.5
BACE_647,23,7,1.5
BACE_647,7,23,1.5
BACE_647,36,24,1.5
BACE_647,24,36,1.5
BACE_647,20,10,1.5
BACE_647,10,20,1.5
BACE_647,34,29,1.5
BACE_647,29,34,1.5
BACE_1263,0,1,1.0
BACE_1263,1,0,1.0
BACE_1263,1,2,1.5
BACE_1263,2,1,1.5
BACE_1263,2,3,1.5
BACE_1263,3,2,1.5
BACE_1263,3,4,1.5
BACE_1263,4,3,1.5
BACE_1263,4,5,1.5
BACE_1263,5,4,1.5
BACE_1263,5,6,1.5
BACE_1263,6,5,1.5
BACE_1263,3,7,1.0
BACE_1263,7,3,1.0
BACE_1263,7,8,1.0
BACE_1263,8,7,1.0
BACE_1263,8,9,2.0
BACE_1263,9,8,2.0
BACE_1263,9,10,1.0
BACE_1263,10,9,1.0
BACE_1263,10,11,1.0
BACE_1263,11,10,1.0
BACE_1263,11,12,2.0
BACE_1263,12,11,2.0
BACE_1263,12,13,1.0
BACE_1263,13,12,1.0
BACE_1263,13,14,1.0
BACE_1263,14,13,1.0
BACE_1263,14,15,1.0
BACE_1263,15,14,1.0
BACE_1263,14,16,1.0
BACE_1263,16,14,1.0
BACE_1263,14,17,1.0
BACE_1263,17,14,1.0
BACE_1263,9,18,1.0
BACE_1263,18,9,1.0
BACE_1263,7,19,1.0
BACE_1263,19,7,1.0
BACE_1263,19,20,1.5
BACE_1263,20,19,1.5
BACE_1263,20,21,1.5
BACE_1263,21,20,1.5
BACE_1263,21,22,1.5
BACE_1263,22,21,1.5
BACE_1263,22,23,1.0
BACE_1263,23,22,1.0
BACE_1263,23,24,1.0
BACE_1263,24,23,1.0
BACE_1263,22,25,1.5
BACE_1263,25,22,1.5
BACE_1263,25,26,1.5
BACE_1263,26,25,1.5
BACE_1263,6,1,1.5
BACE_1263,1,6,1.5
BACE_1263,11,7,1.0
BACE_1263,7,11,1.0
BACE_1263,26,19,1.5
BACE_1263,19,26,1.5
BACE_1263,17,10,1.0
BACE_1263,10,17,1.0
BACE_1174,0,1,1.0
BACE_1174,1,0,1.0
BACE_1174,0,2,1.0
BACE_1174,2,0,1.0
BACE_1174,2,3,1.5
BACE_1174,3,2,1.5
BACE_1174,3,4,1.5
BACE_1174,4,3,1.5
BACE_1174,4,5,1.5
BACE_1174,5,4,1.5
BACE_1174,5,6,1.5
BACE_1174,6,5,1.5
BACE_1174,6,7,1.5
BACE_1174,7,6,1.5
BACE_1174,4,8,1.0
BACE_1174,8,4,1.0
BACE_1174,8,9,1.0
BACE_1174,9,8,1.0
BACE_1174,9,10,1.0
BACE_1174,10,9,1.0
BACE_1174,10,11,1.0
BACE_1174,11,10,1.0
BACE_1174,11,12,1.0
BACE_1174,12,11,1.0
BACE_1174,11,13,1.0
BACE_1174,13,11,1.0
BACE_1174,13,14,1.0
BACE_1174,14,13,1.0
BACE_1174,14,15,1.0
BACE_1174,15,14,1.0
BACE_1174,15,16,2.0
BACE_1174,16,15,2.0
BACE_1174,15,17,1.0
BACE_1174,17,15,1.0
BACE_1174,17,18,1.5
BACE_1174,18,17,1.5
BACE_1174,18,19,1.5
BACE_1174,19,18,1.5
BACE_1174,19,20,1.5
BACE_1174,20,19,1.5
BACE_1174,20,21,1.5
BACE_1174,21,20,1.5
BACE_1174,20,22,1.0
BACE_1174,22,20,1.0
BACE_1174,22,23,2.0
BACE_1174,23,22,2.0
BACE_1174,22,24,1.0
BACE_1174,24,22,1.0
BACE_1174,24,25,1.0
BACE_1174,25,24,1.0
BACE_1174,25,26,1.0
BACE_1174,26,25,1.0
BACE_1174,24,27,1.0
BACE_1174,27,24,1.0
BACE_1174,27,28,1.0
BACE_1174,28,27,1.0
BACE_1174,19,29,1.5
BACE_1174,29,19,1.5
BACE_1174,29,30,1.5
BACE_1174,30,29,1.5
BACE_1174,30,31,1.5
BACE_1174,31,30,1.5
BACE_1174,31,32,1.5
BACE_1174,32,31,1.5
BACE_1174,13,33,1.0
BACE_1174,33,13,1.0
BACE_1174,33,34,1.0
BACE_1174,34,33,1.0
BACE_1174,34,35,1.5
BACE_1174,35,34,1.5
BACE_1174,35,36,1.5
BACE_1174,36,35,1.5
BACE_1174,36,37,1.5
BACE_1174,37,36,1.5
BACE_1174,37,38,1.5
BACE_1174,38,37,1.5
BACE_1174,38,39,1.5
BACE_1174,39,38,1.5
BACE_1174,7,2,1.5
BACE_1174,2,7,1.5
BACE_1174,21,17,1.5
BACE_1174,17,21,1.5
BACE_1174,39,34,1.5
BACE_1174,34,39,1.5
BACE_1174,32,18,1.5
BACE_1174,18,32,1.5
BACE_341,0,1,1.0
BACE_341,1,0,1.0
BACE_341,1,2,1.5
BACE_341,2,1,1.5
BACE_341,2,3,1.5
BACE_341,3,2,1.5
BACE_341,3,4,1.5
BACE_341,4,3,1.5
BACE_341,4,5,1.5
BACE_341,5,4,1.5
BACE_341,5,6,1.5
BACE_341,6,5,1.5
BACE_341,6,7,1.0
BACE_341,7,6,1.0
BACE_341,7,8,1.0
BACE_341,8,7,1.0
BACE_341,8,9,1.0
BACE_341,9,8,1.0
BACE_341,9,10,1.0
BACE_341,10,9,1.0
BACE_341,10,11,1.0
BACE_341,11,10,1.0
BACE_341,10,12,1.0
BACE_341,12,10,1.0
BACE_341,12,13,1.0
BACE_341,13,12,1.0
BACE_341,13,14,1.0
BACE_341,14,13,1.0
BACE_341,14,15,2.0
BACE_341,15,14,2.0
BACE_341,14,16,1.0
BACE_341,16,14,1.0
BACE_341,12,17,1.0
BACE_341,17,12,1.0
BACE_341,17,18,1.0
BACE_341,18,17,1.0
BACE_341,18,19,1.5
BACE_341,19,18,1.5
BACE_341,19,20,1.5
BACE_341,20,19,1.5
BACE_341,20,21,1.5
BACE_341,21,20,1.5
BACE_341,21,22,1.5
BACE_341,22,21,1.5
BACE_341,22,23,1.5
BACE_341,23,22,1.5
BACE_341,7,24,1.0
BACE_341,24,7,1.0
BACE_341,24,25,1.0
BACE_341,25,24,1.0
BACE_341,25,26,1.0
BACE_341,26,25,1.0
BACE_341,26,27,1.0
BACE_341,27,26,1.0
BACE_341,27,28,1.0
BACE_341,28,27,1.0
BACE_341,4,29,1.0
BACE_341,29,4,1.0
BACE_341,29,30,1.0
BACE_341,30,29,1.0
BACE_341,30,31,1.0
BACE_341,31,30,1.0
BACE_341,30,32,1.0
BACE_341,32,30,1.0
BACE_341,30,33,1.0
BACE_341,33,30,1.0
BACE_341,25,0,1.0
BACE_341,0,25,1.0
BACE_341,6,1,1.5
BACE_341,1,6,1.5
BACE_341,23,18,1.5
BACE_341,18,23,1.5
BACE_341,28,25,1.0
BACE_341,25,28,1.0
BACE_1158,0,1,1.0
BACE_1158,1,0,1.0
BACE_1158,1,2,1.5
BACE_1158,2,1,1.5
BACE_1158,2,3,1.5
BACE_1158,3,2,1.5
BACE_1158,3,4,1.5
BACE_1158,4,3,1.5
BACE_1158,4,5,1.5
BACE_1158,5,4,1.5
BACE_1158,5,6,1.5
BACE_1158,6,5,1.5
BACE_1158,6,7,1.0
BACE_1158,7,6,1.0
BACE_1158,7,8,1.5
BACE_1158,8,7,1.5
BACE_1158,8,9,1.5
BACE_1158,9,8,1.5
BACE_1158,9,10,1.5
BACE_1158,10,9,1.5
BACE_1158,10,11,1.5
BACE_1158,11,10,1.5
BACE_1158,11,12,1.5
BACE_1158,12,11,1.5
BACE_1158,2,13,1.0
BACE_1158,13,2,1.0
BACE_1158,13,14,1.0
BACE_1158,14,13,1.0
BACE_1158,14,15,2.0
BACE_1158,15,14,2.0
BACE_1158,15,16,1.0
BACE_1158,16,15,1.0
BACE_1158,15,17,1.0
BACE_1158,17,15,1.0
BACE_1158,17,18,1.0
BACE_1158,18,17,1.0
BACE_1158,17,19,1.0
BACE_1158,19,17,1.0
BACE_1158,19,20,2.0
BACE_1158,20,19,2.0
BACE_1158,13,21,1.0
BACE_1158,21,13,1.0
BACE_1158,21,22,1.5
BACE_1158,22,21,1.5
BACE_1158,22,23,1.5
BACE_1158,23,22,1.5
BACE_1158,23,24,1.5
BACE_1158,24,23,1.5
BACE_1158,24,25,1.0
BACE_1158,25,24,1.0
BACE_1158,25,26,1.0
BACE_1158,26,25,1.0
BACE_1158,26,27,1.0
BACE_1158,27,26,1.0
BACE_1158,26,28,1.0
BACE_1158,28,26,1.0
BACE_1158,26,29,1.0
BACE_1158,29,26,1.0
BACE_1158,24,30,1.5
BACE_1158,30,24,1.5
BACE_1158,30,31,1.5
BACE_1158,31,30,1.5
BACE_1158,6,1,1.5
BACE_1158,1,6,1.5
BACE_1158,12,7,1.5
BACE_1158,7,12,1.5
BACE_1158,19,13,1.0
BACE_1158,13,19,1.0
BACE_1158,31,21,1.5
BACE_1158,21,31,1.5
BACE_1197,0,1,2.0
BACE_1197,1,0,2.0
BACE_1197,0,2,2.0
BACE_1197,2,0,2.0
BACE_1197,0,3,1.0
BACE_1197,3,0,1.0
BACE_1197,3,4,1.0
BACE_1197,4,3,1.0
BACE_1197,4,5,1.0
BACE_1197,5,4,1.0
BACE_1197,5,6,1.0
BACE_1197,6,5,1.0
BACE_1197,6,7,1.5
BACE_1197,7,6,1.5
BACE_1197,7,8,1.5
BACE_1197,8,7,1.5
BACE_1197,8,9,1.5
BACE_1197,9,8,1.5
BACE_1197,9,10,1.0
BACE_1197,10,9,1.0
BACE_1197,9,11,1.5
BACE_1197,11,9,1.5
BACE_1197,11,12,1.5
BACE_1197,12,11,1.5
BACE_1197,4,13,1.0
BACE_1197,13,4,1.0
BACE_1197,13,14,1.0
BACE_1197,14,13,1.0
BACE_1197,13,15,1.0
BACE_1197,15,13,1.0
BACE_1197,15,16,1.0
BACE_1197,16,15,1.0
BACE_1197,16,17,1.0
BACE_1197,17,16,1.0
BACE_1197,17,18,1.0
BACE_1197,18,17,1.0
BACE_1197,18,19,1.5
BACE_1197,19,18,1.5
BACE_1197,19,20,1.5
BACE_1197,20,19,1.5
BACE_1197,20,21,1.5
BACE_1197,21,20,1.5
BACE_1197,21,22,1.5
BACE_1197,22,21,1.5
BACE_1197,22,23,1.5
BACE_1197,23,22,1.5
BACE_1197,20,24,1.0
BACE_1197,24,20,1.0
BACE_1197,24,25,1.0
BACE_1197,25,24,1.0
BACE_1197,24,26,1.0
BACE_1197,26,24,1.0
BACE_1197,15,27,1.0
BACE_1197,27,15,1.0
BACE_1197,27,0,1.0
BACE_1197,0,27,1.0
BACE_1197,12,6,1.5
BACE_1197,6,12,1.5
BACE_1197,23,18,1.5
BACE_1197,18,23,1.5
BACE_1144,0,1,1.0
BACE_1144,1,0,1.0
BACE_1144,1,2,1.0
BACE_1144,2,1,1.0
BACE_1144,2,3,1.0
BACE_1144,3,2,1.0
BACE_1144,3,4,1.0
BACE_1144,4,3,1.0
BACE_1144,4,5,1.5
BACE_1144,5,4,1.5
BACE_1144,5,6,1.5
BACE_1144,6,5,1.5
BACE_1144,6,7,1.5
BACE_1144,7,6,1.5
BACE_1144,7,8,1.5
BACE_1144,8,7,1.5
BACE_1144,8,9,1.5
BACE_1144,9,8,1.5
BACE_1144,7,10,1.0
BACE_1144,10,7,1.0
BACE_1144,10,11,1.0
BACE_1144,11,10,1.0
BACE_1144,11,12,2.0
BACE_1144,12,11,2.0
BACE_1144,12,13,1.0
BACE_1144,13,12,1.0
BACE_1144,12,14,1.0
BACE_1144,14,12,1.0
BACE_1144,14,15,1.0
BACE_1144,15,14,1.0
BACE_1144,14,16,1.0
BACE_1144,16,14,1.0
BACE_1144,16,17,2.0
BACE_1144,17,16,2.0
BACE_1144,10,18,1.0
BACE_1144,18,10,1.0
BACE_1144,18,19,1.5
BACE_1144,19,18,1.5
BACE_1144,19,20,1.5
BACE_1144,20,19,1.5
BACE_1144,20,21,1.5
BACE_1144,21,20,1.5
BACE_1144,21,22,1.5
BACE_1144,22,21,1.5
BACE_1144,22,23,1.5
BACE_1144,23,22,1.5
BACE_1144,9,4,1.5
BACE_1144,4,9,1.5
BACE_1144,16,10,1.0
BACE_1144,10,16,1.0
BACE_1144,23,18,1.5
BACE_1144,18,23,1.5
BACE_278,0,1,1.0
BACE_278,1,0,1.0
BACE_278,1,2,1.5
BACE_278,2,1,1.5
BACE_278,2,3,1.5
BACE_278,3,2,1.5
BACE_278,3,4,1.5
BACE_278,4,3,1.5
BACE_278,4,5,1.5
BACE_278,5,4,1.5
BACE_278,5,6,1.5
BACE_278,6,5,1.5
BACE_278,6,7,1.0
BACE_278,7,6,1.0
BACE_278,3,8,1.0
BACE_278,8,3,1.0
BACE_278,8,9,1.0
BACE_278,9,8,1.0
BACE_278,9,10,1.0
BACE_278,10,9,1.0
BACE_278,10,11,1.0
BACE_278,11,10,1.0
BACE_278,11,12,2.0
BACE_278,12,11,2.0
BACE_278,11,13,1.0
BACE_278,13,11,1.0
BACE_278,9,14,1.0
BACE_278,14,9,1.0
BACE_278,14,15,1.0
BACE_278,15,14,1.0
BACE_278,14,16,1.0
BACE_278,16,14,1.0
BACE_278,16,17,1.0
BACE_278,17,16,1.0
BACE_278,17,18,1.0
BACE_278,18,17,1.0
BACE_278,18,19,1.0
BACE_278,19,18,1.0
BACE_278,19,20,1.0
BACE_278,20,19,1.0
BACE_278,20,21,1.0
BACE_278,21,20,1.0
BACE_278,21,22,1.0
BACE_278,22,21,1.0
BACE_278,22,23,1.5
BACE_278,23,22,1.5
BACE_278,23,24,1.5
BACE_278,24,23,1.5
BACE_278,24,25,1.5
BACE_278,25,24,1.5
BACE_278,25,26,1.5
BACE_278,26,25,1.5
BACE_278,26,27,1.5
BACE_278,27,26,1.5
BACE_278,25,28,1.0
BACE_278,28,25,1.0
BACE_278,28,29,1.0
BACE_278,29,28,1.0
BACE_278,29,30,1.0
BACE_278,30,29,1.0
BACE_278,29,31,1.0
BACE_278,31,29,1.0
BACE_278,29,32,1.0
BACE_278,32,29,1.0
BACE_278,20,33,1.0
BACE_278,33,20,1.0
BACE_278,33,34,1.0
BACE_278,34,33,1.0
BACE_278,34,35,1.0
BACE_278,35,34,1.0
BACE_278,6,1,1.5
BACE_278,1,6,1.5
BACE_278,27,18,1.0
BACE_278,18,27,1.0
BACE_278,35,20,1.0
BACE_278,20,35,1.0
BACE_278,27,22,1.5
BACE_278,22,27,1.5
BACE_524,0,1,1.0
BACE_524,1,0,1.0
BACE_524,1,2,1.5
BACE_524,2,1,1.5
BACE_524,2,3,1.5
BACE_524,3,2,1.5
BACE_524,3,4,1.5
BACE_524,4,3,1.5
BACE_524,4,5,1.5
BACE_524,5,4,1.5
BACE_524,5,6,1.0
BACE_524,6,5,1.0
BACE_524,5,7,1.5
BACE_524,7,5,1.5
BACE_524,3,8,1.0
BACE_524,8,3,1.0
BACE_524,8,9,1.0
BACE_524,9,8,1.0
BACE_524,9,10,1.0
BACE_524,10,9,1.0
BACE_524,10,11,1.0
BACE_524,11,10,1.0
BACE_524,11,12,2.0
BACE_524,12,11,2.0
BACE_524,11,13,1.0
BACE_524,13,11,1.0
BACE_524,13,14,1.5
BACE_524,14,13,1.5
BACE_524,14,15,1.5
BACE_524,15,14,1.5
BACE_524,15,16,1.5
BACE_524,16,15,1.5
BACE_524,16,17,1.5
BACE_524,17,16,1.5
BACE_524,17,18,1.0
BACE_524,18,17,1.0
BACE_524,18,19,1.0
BACE_524,19,18,1.0
BACE_524,19,20,1.5
BACE_524,20,19,1.5
BACE_524,20,21,1.5
BACE_524,21,20,1.5
BACE_524,21,22,1.5
BACE_524,22,21,1.5
BACE_524,22,23,1.0
BACE_524,23,22,1.0
BACE_524,22,24,1.5
BACE_524,24,22,1.5
BACE_524,24,25,1.5
BACE_524,25,24,1.5
BACE_524,17,26,1.5
BACE_524,26,17,1.5
BACE_524,15,27,1.0
BACE_524,27,15,1.0
BACE_524,27,28,2.0
BACE_524,28,27,2.0
BACE_524,27,29,1.0
BACE_524,29,27,1.0
BACE_524,29,30,1.0
BACE_524,30,29,1.0
BACE_524,30,31,1.0
BACE_524,31,30,1.0
BACE_524,31,32,1.0
BACE_524,32,31,1.0
BACE_524,29,33,1.0
BACE_524,33,29,1.0
BACE_524,33,34,1.0
BACE_524,34,33,1.0
BACE_524,34,35,1.0
BACE_524,35,34,1.0
BACE_524,9,36,1.0
BACE_524,36,9,1.0
BACE_524,36,37,1.0
BACE_524,37,36,1.0
BACE_524,36,38,1.0
BACE_524,38,36,1.0
BACE_524,38,39,1.0
BACE_524,39,38,1.0
BACE_524,39,40,1.0
BACE_524,40,39,1.0
BACE_524,40,41,1.0
BACE_524,41,40,1.0
BACE_524,41,42,1.5
BACE_524,42,41,1.5
BACE_524,42,43,1.5
BACE_524,43,42,1.5
BACE_524,43,44,1.0
BACE_524,44,43,1.0
BACE_524,44,45,1.0
BACE_524,45,44,1.0
BACE_524,43,46,1.5
BACE_524,46,43,1.5
BACE_524,46,47,1.5
BACE_524,47,46,1.5
BACE_524,47,48,1.5
BACE_524,48,47,1.5
BACE_524,7,1,1.5
BACE_524,1,7,1.5
BACE_524,26,13,1.5
BACE_524,13,26,1.5
BACE_524,48,41,1.5
BACE_524,41,48,1.5
BACE_524,25,19,1.5
BACE_524,19,25,1.5
BACE_246,0,1,1.5
BACE_246,1,0,1.5
BACE_246,1,2,1.5
BACE_246,2,1,1.5
BACE_246,2,3,1.5
BACE_246,3,2,1.5
BACE_246,3,4,1.5
BACE_246,4,3,1.5
BACE_246,4,5,1.0
BACE_246,5,4,1.0
BACE_246,5,6,1.0
BACE_246,6,5,1.0
BACE_246,6,7,2.0
BACE_246,7,6,2.0
BACE_246,7,8,1.0
BACE_246,8,7,1.0
BACE_246,7,9,1.0
BACE_246,9,7,1.0
BACE_246,9,10,1.0
BACE_246,10,9,1.0
BACE_246,9,11,1.0
BACE_246,11,9,1.0
BACE_246,11,12,2.0
BACE_246,12,11,2.0
BACE_246,11,13,1.0
BACE_246,13,11,1.0
BACE_246,13,14,1.0
BACE_246,14,13,1.0
BACE_246,14,15,1.0
BACE_246,15,14,1.0
BACE_246,15,16,1.0
BACE_246,16,15,1.0
BACE_246,15,17,1.0
BACE_246,17,15,1.0
BACE_246,17,18,1.5
BACE_246,18,17,1.5
BACE_246,18,19,1.5
BACE_246,19,18,1.5
BACE_246,19,20,1.5
BACE_246,20,19,1.5
BACE_246,20,21,1.5
BACE_246,21,20,1.5
BACE_246,21,22,1.5
BACE_246,22,21,1.5
BACE_246,22,23,1.0
BACE_246,23,22,1.0
BACE_246,23,24,3.0
BACE_246,24,23,3.0
BACE_246,2,25,1.0
BACE_246,25,2,1.0
BACE_246,25,26,1.5
BACE_246,26,25,1.5
BACE_246,26,27,1.5
BACE_246,27,26,1.5
BACE_246,27,28,1.5
BACE_246,28,27,1.5
BACE_246,28,29,1.5
BACE_246,29,28,1.5
BACE_246,29,30,1.5
BACE_246,30,29,1.5
BACE_246,27,31,1.0
BACE_246,31,27,1.0
BACE_246,31,32,3.0
BACE_246,32,31,3.0
BACE_246,4,0,1.5
BACE_246,0,4,1.5
BACE_246,13,5,1.0
BACE_246,5,13,1.0
BACE_246,22,17,1.5
BACE_246,17,22,1.5
BACE_246,30,25,1.5
BACE_246,25,30,1.5
BACE_246,16,5,1.0
BACE_246,5,16,1.0
BACE_1365,0,1,2.0
BACE_1365,1,0,2.0
BACE_1365,0,2,2.0
BACE_1365,2,0,2.0
BACE_1365,0,3,1.0
BACE_1365,3,0,1.0
BACE_1365,3,4,1.0
BACE_1365,4,3,1.0
BACE_1365,3,5,1.0
BACE_1365,5,3,1.0
BACE_1365,5,6,1.5
BACE_1365,6,5,1.5
BACE_1365,6,7,1.5
BACE_1365,7,6,1.5
BACE_1365,7,8,1.5
BACE_1365,8,7,1.5
BACE_1365,8,9,1.5
BACE_1365,9,8,1.5
BACE_1365,9,10,1.5
BACE_1365,10,9,1.5
BACE_1365,9,11,1.0
BACE_1365,11,9,1.0
BACE_1365,11,12,2.0
BACE_1365,12,11,2.0
BACE_1365,11,13,1.0
BACE_1365,13,11,1.0
BACE_1365,13,14,1.0
BACE_1365,14,13,1.0
BACE_1365,14,15,1.0
BACE_1365,15,14,1.0
BACE_1365,15,16,1.0
BACE_1365,16,15,1.0
BACE_1365,16,17,1.0
BACE_1365,17,16,1.0
BACE_1365,17,18,1.0
BACE_1365,18,17,1.0
BACE_1365,18,19,1.0
BACE_1365,19,18,1.0
BACE_1365,14,20,1.0
BACE_1365,20,14,1.0
BACE_1365,20,21,1.5
BACE_1365,21,20,1.5
BACE_1365,21,22,1.5
BACE_1365,22,21,1.5
BACE_1365,22,23,1.0
BACE_1365,23,22,1.0
BACE_1365,23,24,1.0
BACE_1365,24,23,1.0
BACE_1365,24,25,1.0
BACE_1365,25,24,1.0
BACE_1365,25,26,1.0
BACE_1365,26,25,1.0
BACE_1365,26,27,1.0
BACE_1365,27,26,1.0
BACE_1365,27,28,1.0
BACE_1365,28,27,1.0
BACE_1365,28,29,2.0
BACE_1365,29,28,2.0
BACE_1365,26,30,1.0
BACE_1365,30,26,1.0
BACE_1365,30,31,1.0
BACE_1365,31,30,1.0
BACE_1365,30,32,1.0
BACE_1365,32,30,1.0
BACE_1365,32,33,1.0
BACE_1365,33,32,1.0
BACE_1365,33,34,1.0
BACE_1365,34,33,1.0
BACE_1365,34,35,1.0
BACE_1365,35,34,1.0
BACE_1365,34,36,1.0
BACE_1365,36,34,1.0
BACE_1365,33,37,1.0
BACE_1365,37,33,1.0
BACE_1365,37,38,2.0
BACE_1365,38,37,2.0
BACE_1365,37,39,1.0
BACE_1365,39,37,1.0
BACE_1365,39,40,1.0
BACE_1365,40,39,1.0
BACE_1365,40,41,1.0
BACE_1365,41,40,1.0
BACE_1365,41,42,1.0
BACE_1365,42,41,1.0
BACE_1365,41,43,1.0
BACE_1365,43,41,1.0
BACE_1365,22,44,1.5
BACE_1365,44,22,1.5
BACE_1365,44,45,1.5
BACE_1365,45,44,1.5
